PartNumber,Material,Mu,AL,Ae,Wa,Le,Mlt,PartCost,Vendor,MaxCurrent_A,MaxFreq_kHz,CoreShape,ShapeFamily,MaterialType,DatasheetUrl,WindowWidthMm,WindowHeightMm,SurfaceAreaWoundMm2,ODInches,IDInches,HTInches
00K3007E040,Kool Mµ 40,40.0,46.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3007E040.pdf,19.86,9.55,,,,
00K3007E060,Kool Mµ 60,60.0,71.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3007E060.pdf,19.86,9.55,,,,
00K3007E090,Kool Mµ 90,90.0,92.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3007E090.pdf,19.86,9.55,,,,
00K3515E026,Kool Mµ 26,26.0,56.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3515E026.pdf,25.27,9.6,,,,
00K3515E040,Kool Mµ 40,40.0,75.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3515E040.pdf,25.27,9.6,,,,
00K3515E060,Kool Mµ 60,60.0,102.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3515E060.pdf,25.27,9.6,,,,
00K3515E090,Kool Mµ 90,90.0,146.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K3515E090.pdf,25.27,9.6,,,,
00K4017E026,Kool Mµ 26,26.0,56.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4017E026.pdf,30.35,14.91,,,,
00K4017E040,Kool Mµ 40,40.0,76.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4017E040.pdf,30.35,14.91,,,,
00K4017E060,Kool Mµ 60,60.0,105.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4017E060.pdf,30.35,14.91,,,,
00K4017E090,Kool Mµ 90,90.0,151.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4017E090.pdf,30.35,14.91,,,,
00K4020E026,Kool Mµ 26,26.0,80.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4020E026.pdf,30.35,14.91,,,,
00K4020E040,Kool Mµ 40,40.0,108.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4020E040.pdf,30.35,14.91,,,,
00K4020E060,Kool Mµ 60,60.0,150.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4020E060.pdf,30.35,14.91,,,,
00K4020E090,Kool Mµ 90,90.0,217.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4020E090.pdf,30.35,14.91,,,,
00K4022E026,Kool Mµ 26,26.0,104.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4022E026.pdf,30.35,14.91,,,,
00K4022E040,Kool Mµ 40,40.0,140.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4022E040.pdf,30.35,14.91,,,,
00K4022E060,Kool Mµ 60,60.0,194.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4022E060.pdf,30.35,14.91,,,,
00K4022E090,Kool Mµ 90,90.0,281.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4022E090.pdf,30.35,14.91,,,,
00K4317E026,Kool Mµ 26,26.0,88.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4317E026.pdf,28.32,10.39,,,,
00K4317E040,Kool Mµ 40,40.0,119.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4317E040.pdf,28.32,10.39,,,,
00K4317E060,Kool Mµ 60,60.0,163.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4317E060.pdf,28.32,10.39,,,,
00K4317E090,Kool Mµ 90,90.0,234.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K4317E090.pdf,28.32,10.39,,,,
00K5528E026,Kool Mµ 26,26.0,116.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5528E026.pdf,37.49,18.52,,,,
00K5528E040,Kool Mµ 40,40.0,157.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5528E040.pdf,37.49,18.52,,,,
00K5528E060,Kool Mµ 60,60.0,219.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5528E060.pdf,37.49,18.52,,,,
00K5528E090,Kool Mµ 90,90.0,322.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5528E090.pdf,37.49,18.52,,,,
00K5530E026,Kool Mµ 26,26.0,138.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5530E026.pdf,37.49,18.52,,,,
00K5530E040,Kool Mµ 40,40.0,187.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5530E040.pdf,37.49,18.52,,,,
00K5530E060,Kool Mµ 60,60.0,261.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5530E060.pdf,37.49,18.52,,,,
00K5530E090,Kool Mµ 90,90.0,382.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K5530E090.pdf,37.49,18.52,,,,
00K6527E014,Kool Mµ 14,14.0,103.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K6527E014.pdf,44.2,22.2,,,,
00K6527E026,Kool Mµ 26,26.0,162.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K6527E026.pdf,44.2,22.2,,,,
00K6527E040,Kool Mµ 40,40.0,230.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K6527E040.pdf,44.2,22.2,,,,
00K6527E060,Kool Mµ 60,60.0,300.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K6527E060.pdf,44.2,22.2,,,,
00K7228E026,Kool Mµ 26,26.0,130.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K7228E026.pdf,52.63,17.75,,,,
00K7228E040,Kool Mµ 40,40.0,173.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K7228E040.pdf,52.63,17.75,,,,
00K7228E060,Kool Mµ 60,60.0,235.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K7228E060.pdf,52.63,17.75,,,,
00K8020E014,Kool Mµ 14,14.0,75.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8020E014.pdf,59.28,28.02,,,,
00K8020E026,Kool Mµ 26,26.0,103.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8020E026.pdf,59.28,28.02,,,,
00K8020E040,Kool Mµ 40,40.0,145.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8020E040.pdf,59.28,28.02,,,,
00K8020E060,Kool Mµ 60,60.0,190.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8020E060.pdf,59.28,28.02,,,,
00K8024E026,Kool Mµ 26,26.0,200.0,600.0,555.00,131.4,99.06,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8024E026.pdf,59.28,14.02,,,,
00K8024E040,Kool Mµ 40,40.0,275.0,600.0,555.00,131.4,99.06,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8024E040.pdf,59.28,14.02,,,,
00K8024E060,Kool Mµ 60,60.0,370.0,600.0,555.00,131.4,99.06,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8024E060.pdf,59.28,14.02,,,,
00K8044E026,Kool Mµ 26,26.0,91.0,389.0,1362.00,208.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8044E026.pdf,59.28,34.37,,,,
00K8044E040,Kool Mµ 40,40.0,113.0,389.0,1362.00,208.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8044E040.pdf,59.28,34.37,,,,
00K8044E060,Kool Mµ 60,60.0,170.0,389.0,1362.00,208.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00K8044E060.pdf,59.28,34.37,,,,
00L4022E026,Kool Mµ Ultra 26,26.0,104.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L4022E026.pdf,30.35,14.91,,,,
00L4022E040,Kool Mµ Ultra 40,40.0,140.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L4022E040.pdf,30.35,14.91,,,,
00L4317E026,Kool Mµ Ultra 26,26.0,88.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L4317E026.pdf,28.32,10.39,,,,
00L4317E040,Kool Mµ Ultra 40,40.0,119.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L4317E040.pdf,28.32,10.39,,,,
00L5528E026,Kool Mµ Ultra 26,26.0,116.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L5528E026.pdf,37.49,18.52,,,,
00L5528E040,Kool Mµ Ultra 40,40.0,157.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L5528E040.pdf,37.49,18.52,,,,
00L5530E026,Kool Mµ Ultra 26,26.0,138.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L5530E026.pdf,37.49,18.52,,,,
00L5530E040,Kool Mµ Ultra 40,40.0,187.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L5530E040.pdf,37.49,18.52,,,,
00L6527E026,Kool Mµ Ultra 26,26.0,162.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L6527E026.pdf,44.2,22.2,,,,
00L6527E040,Kool Mµ Ultra 40,40.0,230.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L6527E040.pdf,44.2,22.2,,,,
00L7228E026,Kool Mµ Ultra 26,26.0,130.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L7228E026.pdf,52.63,17.75,,,,
00L7228E040,Kool Mµ Ultra 40,40.0,173.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L7228E040.pdf,52.63,17.75,,,,
00L8020E026,Kool Mµ Ultra 26,26.0,103.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L8020E026.pdf,59.28,28.02,,,,
00L8020E040,Kool Mµ Ultra 40,40.0,145.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L8020E040.pdf,59.28,28.02,,,,
00L8044E026,Kool Mµ Ultra 26,26.0,91.0,389.0,1362.00,208.0,79.24,0.0,Magnetics,0.0,2000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00L8044E026.pdf,59.28,34.37,,,,
00T4317E026,XFlux Ultra 26,26.0,88.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T4317E026.pdf,28.32,10.39,,,,
00T4317E040,XFlux Ultra 40,40.0,119.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,0.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T4317E040.pdf,28.32,10.39,,,,
00T5530E026,XFlux Ultra 26,26.0,138.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T5530E026.pdf,37.49,18.52,,,,
00T5530E040,XFlux Ultra 40,40.0,187.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,0.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T5530E040.pdf,37.49,18.52,,,,
00T7228E026,XFlux Ultra 26,26.0,130.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T7228E026.pdf,52.63,17.75,,,,
00T7228E040,XFlux Ultra 40,40.0,173.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,0.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T7228E040.pdf,52.63,17.75,,,,
00T8044E040,XFlux Ultra 40,40.0,113.0,389.0,1362.00,208.0,79.24,0.0,Magnetics,0.0,0.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00T8044E040.pdf,59.28,34.37,,,,
00X114LE026,XFlux 26,26.0,235.0,1220.0,1270.00,215.0,140.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X114LE026.pdf,79.5,28.6,,,,
00X114LE040,XFlux 40,40.0,335.0,1220.0,1270.00,215.0,140.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X114LE040.pdf,79.5,28.6,,,,
00X114LE060,XFlux 60,60.0,445.0,1220.0,1270.00,215.0,140.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X114LE060.pdf,79.5,28.6,,,,
00X130LE026,XFlux 26,26.0,254.0,1080.0,1963.00,219.0,147.74,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X130LE026.pdf,108.46,22.2,,,,
00X160LE026,XFlux 26,26.0,180.0,778.0,3335.00,273.0,118.86,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X160LE026.pdf,138.18,28.14,,,,
00X1808E026,XFlux 26,26.0,26.0,22.8,51.50,40.1,19.12,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X1808E026.pdf,13.92,5.54,,,,
00X1808E040,XFlux 40,40.0,35.0,22.8,51.50,40.1,19.12,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X1808E040.pdf,13.92,5.54,,,,
00X1808E060,XFlux 60,60.0,48.0,22.8,51.50,40.1,19.12,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X1808E060.pdf,13.92,5.54,,,,
00X3007E026,XFlux 26,26.0,33.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3007E026.pdf,19.86,9.55,,,,
00X3007E040,XFlux 40,40.0,46.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3007E040.pdf,19.86,9.55,,,,
00X3007E060,XFlux 60,60.0,71.0,60.1,121.00,65.6,28.04,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3007E060.pdf,19.86,9.55,,,,
00X3515E026,XFlux 26,26.0,56.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3515E026.pdf,25.27,9.6,,,,
00X3515E040,XFlux 40,40.0,75.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3515E040.pdf,25.27,9.6,,,,
00X3515E060,XFlux 60,60.0,102.0,84.0,151.00,69.4,37.34,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X3515E060.pdf,25.27,9.6,,,,
00X4017E026,XFlux 26,26.0,56.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4017E026.pdf,30.35,14.91,,,,
00X4017E040,XFlux 40,40.0,76.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4017E040.pdf,30.35,14.91,,,,
00X4017E060,XFlux 60,60.0,105.0,128.0,276.00,98.4,45.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4017E060.pdf,30.35,14.91,,,,
00X4020E026,XFlux 26,26.0,80.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4020E026.pdf,30.35,14.91,,,,
00X4020E040,XFlux 40,40.0,108.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4020E040.pdf,30.35,14.91,,,,
00X4020E060,XFlux 60,60.0,150.0,183.0,276.00,98.4,54.66,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4020E060.pdf,30.35,14.91,,,,
00X4022E026,XFlux 26,26.0,104.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4022E026.pdf,30.35,14.91,,,,
00X4022E040,XFlux 40,40.0,140.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4022E040.pdf,30.35,14.91,,,,
00X4022E060,XFlux 60,60.0,194.0,237.0,276.00,98.4,63.82,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4022E060.pdf,30.35,14.91,,,,
00X4317E026,XFlux 26,26.0,88.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4317E026.pdf,28.32,10.39,,,,
00X4317E040,XFlux 40,40.0,119.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4317E040.pdf,28.32,10.39,,,,
00X4317E060,XFlux 60,60.0,163.0,152.0,164.00,77.5,50.08,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X4317E060.pdf,28.32,10.39,,,,
00X5528E026,XFlux 26,26.0,116.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5528E026.pdf,37.49,18.52,,,,
00X5528E040,XFlux 40,40.0,157.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5528E040.pdf,37.49,18.52,,,,
00X5528E060,XFlux 60,60.0,219.0,350.0,381.00,123.0,74.76,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5528E060.pdf,37.49,18.52,,,,
00X5530E026,XFlux 26,26.0,138.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5530E026.pdf,37.49,18.52,,,,
00X5530E040,XFlux 40,40.0,187.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5530E040.pdf,37.49,18.52,,,,
00X5530E060,XFlux 60,60.0,261.0,417.0,381.00,123.0,82.74,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X5530E060.pdf,37.49,18.52,,,,
00X6527E026,XFlux 26,26.0,162.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X6527E026.pdf,44.2,22.2,,,,
00X6527E040,XFlux 40,40.0,230.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X6527E040.pdf,44.2,22.2,,,,
00X6527E060,XFlux 60,60.0,300.0,540.0,537.00,147.0,93.32,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X6527E060.pdf,44.2,22.2,,,,
00X7228E026,XFlux 26,26.0,130.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X7228E026.pdf,52.63,17.75,,,,
00X7228E040,XFlux 40,40.0,173.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X7228E040.pdf,52.63,17.75,,,,
00X7228E060,XFlux 60,60.0,235.0,368.0,600.00,137.0,76.20,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X7228E060.pdf,52.63,17.75,,,,
00X8020E026,XFlux 26,26.0,103.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X8020E026.pdf,59.28,28.02,,,,
00X8020E040,XFlux 40,40.0,145.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X8020E040.pdf,59.28,28.02,,,,
00X8020E060,XFlux 60,60.0,190.0,389.0,1110.00,185.0,79.24,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X8020E060.pdf,59.28,28.02,,,,
00X8024E026,XFlux 26,26.0,200.0,600.0,555.00,131.4,99.06,0.0,Magnetics,0.0,1000.0,TwoPieceSet,E,powder,https://www.mag-inc.com/Media/Magnetics/Datasheets/00X8024E026.pdf,59.28,14.02,,,,
